PT	AU	BA	CA	GP	RI	OI	BE	Z2	TI	X1	Y1	Z1	FT	PN	AE	Z3	SO	S1	SE	BS	VL	IS	SI	MA	BP	EP	AR	DI	D2	SU	PD	PY	AB	X4	Y4	Z4	AK	CT	CY	SP	CL	TC	Z8	ZR	ZB	ZS	Z9	U1	U2	SN	EI	BN	UT	PM
J	"Fernandez-Fernandez, E. M.; Jabaloy-Sanchez, A.; Nieto, F.; Gonzalez-Lodeiro, F."				"Nieto, Fernando/L-5377-2013; JABALOY SANCHEZ, ANTONIO/L-2955-2014; Gonzalez Lodeiro, Francisco/H-8824-2015"	"Nieto, Fernando/0000-0001-6250-056X; JABALOY SANCHEZ, ANTONIO/0000-0001-5830-5913; Gonzalez Lodeiro, Francisco/0000-0003-3810-7965"			Structure of the Malaguide Complex near Velez Rubio (Eastern Betic Cordillera, SE spain)								TECTONICS				26	4					TC4008	10.1029/2006TC002019			JUL 25 2007	2007										2	0	0	0	0	2			0278-7407			WOS:000248427600001	
J	PARDO ALCAIDE A								STUDIES ON MELOIDAE COLEOPTERA PART 24 A NEW SPECIES OF MYLABRIS MYLABRIS-PLATAI NEW-SPECIES FROM THE SIERRA-NEVADA SPAIN								Cuadernos de Ciencias Biologicas Universidad de Granada				4				45	50					1975	1975										0	0	0	0	0	0						BIOSIS:PREV197763051875	
J	Dathe, Holger H.								Studies on the systematics and taxonomy of the genus Hylaeus F. (3) (Apidae, Colletinae). A revision of the Hylaeus nivalis group in Europe, and the identity of additional Western Palaeartic species								Beitraege zur Entomologie				50	1			151	174					2000	2000										1	0	0	5	0	5			0005-805X			BIOSIS:PREV200000237518	
J	"GONZALEZ M A; BOTOSANEANU L"								STUDY OF 3 HYDROPSYCHE-SPP FROM SPAIN DESCRIBED BY F. SCHMID INSECTA TRICHOPTERA								Bulletin Zoologisch Museum Universiteit van Amsterdam				10	13			89	95					1985	1985										0	0	0	0	0	0			0165-9464			BIOSIS:PREV198681073166	
J	"Sanz, Ana; Trenzado, Cristina E.; Lopez-Rodriguez, Manuel J.; Furne, Miriam; Manuel Tierno de Figueroa, J."				"Lopez Rodriguez, Manuel Jesus/A-9296-2011; Tierno de Figueroa, Jose Manuel/K-8143-2014; "	"Lopez Rodriguez, Manuel Jesus/0000-0001-6707-0992; Tierno de Figueroa, Jose Manuel/0000-0003-1616-9815; Trenzado Romero, Cristina Elena/0000-0003-4347-6108"			Study of Antioxidant Defense in Four Species of Perloidea (Insecta, Plecoptera)								ZOOLOGICAL SCIENCE				27	12			952	958		10.2108/zsj.27.952			dic-10	2010										8	0	0	7	0	8			0289-0003			WOS:000284549600009	21110722
J	LERAUT P								STUDY OF SCOPARIINEAE LEPIDOPTERA PYRALIDAE 2 NEW TAXA FROM THE MEDITERRANEAN REGION								Alexanor				12	3			117	120					1981	1981										0	0	0	0	0	0			feb-08			BIOSIS:PREV198274010702	
J	"Pimentel, Rafael; Herrero, Javier; Zeng, Yijian; Su, Zhongbo; Polo, Maria J."								Study of Snow Dynamics at Subgrid Scale in Semiarid Environments Combining Terrestrial Photography and Data Assimilation Techniques								JOURNAL OF HYDROMETEOROLOGY				16	2			563	578		10.1175/JHM-D-14-0046.1			abr-15	2015										1	0	0	0	0	1			1525-755X	1525-7541		WOS:000352735100007	
B	MARTINEZ-SILVESTRE R								STUDY OF THE DIATOM FLORA OF THE ALPINE LAKE AGUAS-VERDES SIERRA-NEVADA GRANADA SPAIN BY LIGHT AND ELECTRON MICROSCOPY								MARSHALL, K. E. XIX CONGRESS INTERNATIONAL ASSOCIATION OF LIMNOLOGY, WINNIPEG, CANADA, AUG. 22-29, 1974. 238P. FRESHWATER INSTITUTE, DEPARTMENT OF ENVIRONMENT: WINNIPEG, MANITOBE, CANADA								135	135					1974	1974										0	0	0	0	0	0						BIOSIS:PREV197511090445	
J	SANCHEZCASTILLO, PM								STUDY OF THE LIFE-CYCLE OF KORSHIKOVIELLA-GRACILIPES (LAMBERT) SILVA (CHLOROCOCCALES, CHLOROPHYTA)								PHYCOLOGIA				26	4			496	500		10.2216/i0031-8884-26-4-496.1			dic-87	1987										2	0	0	2	0	2			0031-8884			WOS:A1987L371400010	
J	"Henry, Jean-Paul; Magniez, Guy"								Stygobitic Isopoda Aselloidea from Spain, III - The genus Proasellus: B - Anophtalmous species.				Isopodes aselloides stygobies d'espagne, III - le genre Proasellus: B - especes anophtalmes.				Beaufortia				53	6			129	157					November 25, 2003	2003										2	0	0	2	0	2			0067-4745			BIOSIS:PREV200400090771	
J	"Jabaloy-Sanchez, Antonio; Teresa Gomez-Pugnaire, Maria; Padron-Navarta, Jose Alberto; Lopez Sanchez-Vizcaino, Vicente; Garrido, Carlos J."				"JABALOY SANCHEZ, ANTONIO/L-2955-2014; Gomez-Pugnaire, Maria Teresa/C-8890-2015; Padron-Navarta, Jose Alberto/D-5400-2009; LOPEZ SANCHEZ-VIZCAINO, VICENTE/A-1974-2010; Garrido, Carlos J./A-6249-2008"	"JABALOY SANCHEZ, ANTONIO/0000-0001-5830-5913; Gomez-Pugnaire, Maria Teresa/0000-0003-4730-9139; Padron-Navarta, Jose Alberto/0000-0001-8202-0037; LOPEZ SANCHEZ-VIZCAINO, VICENTE/0000-0003-0762-3692; Garrido, Carlos J./0000-0003-4357-3637"			Subduction- and exhumation-related structures preserved in metaserpentinites and associated metasediments from the Nevado-Filabride Complex (Betic Cordillera, SE Spain)								TECTONOPHYSICS				644				40	57		10.1016/j.tecto.2014.12.022			MAR 16 2015	2015										1	0	0	0	0	1			0040-1951	1879-3266		WOS:000351647200003	
J	"Cas, Raymond A. F.; Giordano, Guido"								Submarine Volcanism: a Review of the Constraints, Processes and Products, and Relevance to the Cabo de Gata Volcanic Succession								ITALIAN JOURNAL OF GEOSCIENCES				133	3			362	377		10.3301/IJG.2014.46			oct-14	2014										2	0	0	0	0	2			2038-1719	2038-1727		WOS:000345057700003	
J	Martinez, T				Martinez, Teodora/H-5362-2015	Martinez, Teodora/0000-0003-2289-3439			Summer feeding strategy of Spanish ibex Capra pyrenaica and domestic sheep Ovis aries in south-eastern Spain								ACTA THERIOLOGICA				47	4			479	490		10.1007/BF03192472			dic-02	2002										7	2	0	9	0	10			ene-51			WOS:000180049800010	
J	EVERS A M J								SYNOPSIS OF THE MONOPHYLUM OF ATTALUS-TRISTIS LUC. WITH A DESCRIPTION OF A NEW SPECIES ATTALUS-SANTIAGOI NEW-SPECIES IN THE SOUTHWESTERN PALEARCTIC 71ST CONTRIBUTION TO THE KNOWLEDGE OF THE MALACHIIDAE								Entomologische Blaetter fuer Biologie und Systematik der Kaefer				84	3			171	174					1988	1988										0	0	0	0	0	0			0013-8835			BIOSIS:PREV198937001601	
J	"Perez-Garcia, F. J.; Martinez-Hernandez, F.; Medina-Cazorla, J. M.; Mendoza-Fernandez, A. J.; Garrido-Becerra, J. A.; Salmeron-Sanchez, E.; Mota, J. F."				"Garrido-Becerra, Juan Antonio/A-2236-2015; Salmeron-Sanchez, Esteban/A-7903-2015; Mendoza-Fernandez, Antonio/I-9055-2014; Martinez-Hernandez, Fabian/I-9058-2014"	"Garrido-Becerra, Juan Antonio/0000-0002-1141-7288; Salmeron-Sanchez, Esteban/0000-0002-2237-0163; Mendoza-Fernandez, Antonio/0000-0002-7577-6634; Martinez-Hernandez, Fabian/0000-0002-5124-5492"			Syntaxa-area relationships, lessons from the vegetation of the Betic high mountain ranges (southern Spain)								PHYTOCOENOLOGIA				44	3-abr			309	323		10.1127/0340-269X/2014/0044-0583			feb-14	2014										1	0	0	0	0	1			0340-269X			WOS:000343853500009	
J	"Rivera, D; Obon, C; Alcaraz, F; Llorach, R"				"llorach, rafael/D-4729-2014; Obon, Concepcion/L-1977-2014; Rivera, Diego/K-4209-2014; ALCARAZ, FRANCISCO/L-6905-2014"	"llorach, rafael/0000-0002-5215-4445; Obon, Concepcion/0000-0002-0244-601X; Rivera, Diego/0000-0001-6889-714X; ALCARAZ, FRANCISCO/0000-0003-3254-2691"			Systematics of the high mountain taxa of the genus Sideritis L. section Sideritis, subsection Fruticulosae Obon & D. Rivera (Lamiaceae)								BOTANICAL JOURNAL OF THE LINNEAN SOCIETY				129	3			249	265					mar-99	1999										1	0	0	2	0	2			0024-4074			WOS:000079726800006	
J	Schmidt-Koehl, W.								Tagfalterbeobachtungen in Marokko (Mittlererer Atlas, Hoher Atlas) und in Suedspanien (Sierra Nevada) im Juli und August 1977 (Insecta, Lepidoptera).								Mitteilungen der Entomologischen Gesellschaft Basel				28	2			24	50					1978	1978										0	0	0	0	0	0			1421-3397			ZOOREC:ZOOR11500024181	
J	"Gomez, A; Palacios, D; Luengo, E; Tanarro, LM; Schulte, L; Ramos, M"				"Ramos, Miguel/K-2230-2014; Tanarro, Luis Miguel/H-3381-2015; PALACIOS, DAVID/H-3737-2015"	"Ramos, Miguel/0000-0003-3648-6818; Tanarro, Luis Miguel/0000-0003-0871-7711; PALACIOS, DAVID/0000-0002-8289-0398"			Talus instability in a recent deglaciation area and its relationship to buried ice and snow cover evolution (Picacho del Veleta, Sierra Nevada, Spain)								GEOGRAFISKA ANNALER SERIES A-PHYSICAL GEOGRAPHY				85A	2			165	182		10.1111/1468-0459.00196			2003	2003										8	0	0	1	0	8			0435-3676			WOS:000184473900003	
J	"Leon, Stephane; Espigares, Victor; Enrique Ruiz, Jose; Verdes-Montenegro, Lourdes; Mauersberger, Rainer; Brunswig, Walter; Kramer, Carsten; de Dios Santander-Vela, Juan; Wiesemeyer, Helmut"				"Santander-Vela, Juan de Dios/E-5773-2015; "	"Santander-Vela, Juan de Dios/0000-0002-2660-510X; Ruiz del Mazo, Jose Enrique/0000-0003-3274-4445"			TAPAS, a VO archive at the IRAM 30-m telescope								EXPERIMENTAL ASTRONOMY				34	1			65	88		10.1007/s10686-012-9299-9			jul-12	2012										1	0	0	0	0	1			0922-6435			WOS:000306545200005	
J	"CRUZPIZARRO, L; MORALES, R"				Cruz-Pizarro, Luis /H-5318-2015	Cruz-Pizarro, Luis /0000-0003-0687-0704			TAXONOMIC AND ECOLOGICAL NOTES ON HEXARTHRA-BULGARICA FROM HIGH MOUNTAIN LAKES AND PONDS IN THE SIERRA-NEVADA (SPAIN)								HYDROBIOLOGIA				147				91	95		10.1007/BF00025730			APR 30 1987	1987										2	0	0	2	0	2			0018-8158			WOS:A1987H460700014	
J	"Blanca, G; Ruiz-Rejon, M; Zamora, R"								Taxonomic revision of the genus Pinguicula L-in the Iberian Peninsula								FOLIA GEOBOTANICA				34	3			337	361		10.1007/BF02912819			1999	1999										11	0	0	13	0	13			0015-5551			WOS:000084257400005	
J	Sarp, Gulcan								"Tectonic controls of the North Anatolian Fault System (NAFS) on the geomorphic evolution of the alluvial fans and fan catchments in Erzincan pull-apart basin; Turkey"								JOURNAL OF ASIAN EARTH SCIENCES				98				116	125		10.1016/j.jseaes.2014.11.017			feb-15	2015										0	0	0	0	0	0			1367-9120	1878-5786		WOS:000348955800010	
J	Bahrami, Shahram								Tectonic controls on the morphometry of alluvial fans around Danehkhoshk anticline, Zagros, Iran								GEOMORPHOLOGY				180				217	230		10.1016/j.geomorph.2012.10.012			JAN 1 2013	2013										8	1	0	1	0	8			0169-555X	1872-695X		WOS:000312519000020	
J	"Reinhardt, L. J.; Dempster, T. J.; Shroder, J. F., Jr.; Persano, C."								Tectonic denudation and topographic development in the Spanish Sierra Nevada								TECTONICS				26	3					TC3001	10.1029/2006TC001954			MAY 1 2007	2007										14	0	0	1	0	14			0278-7407			WOS:000246309100001	
J	"Negro, F.; de Sigoyer, J.; Goffe, B.; Saddiqi, O.; Villa, I. M."				"de Sigoyer, Julia/B-4427-2011; goffe, bruno/B-4405-2011; Negro, Francois/J-8537-2012"	"de Sigoyer, Julia/0000-0003-2559-985X; "			Tectonic evolution of the Betic-Rif arc: New constraints from (40)Ar/(39)Ar dating on white micas in the Temsamane units (External Rif, northern Morocco)								LITHOS				106	1-feb			93	109		10.1016/j.lithos.2008.06.011			nov-08	2008										14	0	0	0	0	14			0024-4937			WOS:000261217200008	
J	"de Galdeano, CS; Alfaro, P"				ALFARO GARCIA, PEDRO/H-2038-2015	ALFARO GARCIA, PEDRO/0000-0002-2753-2969			Tectonic significance of the present relief of the Betic Cordillera								GEOMORPHOLOGY				63	3-abr			175	190		10.1016/j.geomorph.2004.04.002			DEC 6 2004	2004										37	0	0	1	0	37			0169-555X			WOS:000225366300005	
J	"Garcia, AF; Zhu, Z; Ku, TL; de Galdeano, CS; Chadwick, OA; Montero, JC"								Tectonically driven landscape development within the eastern Alpujarran Corridor, Betic Cordillera, SE Spain (Almeria)								GEOMORPHOLOGY				50	1-mar	SI		83	110	PII S0169-555X(02)00209-X	10.1016/S0169-555X(02)00209-X			FEB 1 2003	2003										28	0	0	2	0	28			0169-555X			WOS:000180823100006	
J	TINAUT A								TELEUTOMYRMEX-KUTTERI NEW-SPECIES A NEW SPECIES FROM SIERRA NEVADA GRANADA SPAIN HYMENOPTERA FORMICIDAE								Spixiana				13	2			201	208					1990	1990										3	0	0	4	0	5			0341-8391			BIOSIS:PREV199090112164	
J	[Anonymous]								Tenth annual meeting of the European Bone Marrow Transplantation Group 1984. Sierra Nevada (Granada), Spain, 29 January - 1 February 1984. Abstracts.								Experimental hematology				12 Suppl 15				1	140					1984	1984										0	0	0	0	0	0			0301-472X			MEDLINE:6378648	6378648
J	"Barrero, Alejandro F.; Mar Herrador del Pino, M.; Gonzalez Portero, Adriana; Arteaga Buron, Pilar; Arteaga, Jesus F.; Burillo Alquezar, Jesus; Elisa Diaz, Carmen; Gonzalez Coloma, Azucena"				"Arteaga, Jesus/K-8129-2014; Alejandro, Barrero/G-8243-2015"	"Arteaga, Jesus/0000-0001-8153-6621; Alejandro, Barrero/0000-0002-3058-8760"			Terpenes and polyacetylenes from cultivated Artemisia granatensis boiss (Royal chamomile) and their defensive properties								PHYTOCHEMISTRY				94				192	197		10.1016/j.phytochem.2013.04.002			oct-13	2013										0	0	0	0	0	0			0031-9422			WOS:000324721100021	23642456
S	"Pimentel, Rafael; Herrero, Javier; Jose Polo, Maria"				"Herrero, Javier/K-6880-2014; Polo, Maria J./L-8018-2014"	"Herrero, Javier/0000-0002-5741-6301; Polo, Maria J./0000-0002-6296-2198"	"Neale, CMU; Maltese, A"		Terrestrial photography as an alternative to satellite images to study snow cover evolution at hillslope scale								REMOTE SENSING FOR AGRICULTURE, ECOSYSTEMS, AND HYDROLOGY XIV		Proceedings of SPIE		8531						85310Y	10.1117/12.974419			2012	2012						Conference on Remote Sensing for Agriculture, Ecosystems, and Hydrology XIV part of the 19th International Symposium on Remote SensingConference on Remote Sensing for Agriculture, Ecosystems, and Hydrology XIV part of the 19th International Symposium on Remote Sensing	SEP 24-26, 2012SEP 24-26, 2012	"SPIE; SELEX GALILEO; THALESSPIE; SELEX GALILEO; THALES"	Edinburgh, SCOTLANDEdinburgh, SCOTLAND	1	0	0	0	0	1			0277-786X		978-0-8194-9271-5	WOS:000313661400027	
J	"Fernandez, Carlos; Czeck, Dyanna M.; Diaz-Azpiroz, Manuel"				"Fernandez, Carlos/A-6033-2015; "	"Fernandez, Carlos/0000-0001-5135-7972; Diaz Azpiroz, Manuel/0000-0003-4038-7599"			Testing the model of oblique transpression with oblique extrusion in two natural cases: Steps and consequences								JOURNAL OF STRUCTURAL GEOLOGY				54				85	102		10.1016/j.jsg.2013.07.001			sept-13	2013										3	1	0	0	0	4			0191-8141			WOS:000324849100005	
J	"Pedrera, Antonio; Vicente Perez-Pena, Jose; Galindo-Zaldivar, Jesus; Miguel Azanon, Jose; Azor, Antonio"				"Galindo-Zaldivar, Jesus/K-3640-2012; Azor, Antonio/K-9761-2014; Perez-Pena, Jose/M-2070-2014; Pedrera, Antonio/L-6463-2014"	"Galindo-Zaldivar, Jesus/0000-0002-3493-2637; Perez-Pena, Jose/0000-0001-8880-7375; Azanon, Jose Miguel/0000-0001-7834-5816; Pedrera, Antonio/0000-0003-1990-9292"			Testing the sensitivity of geomorphic indices in areas of low-rate active folding (eastern Betic Cordillera, Spain)								GEOMORPHOLOGY				105	3-abr			218	231		10.1016/j.geomorph.2008.09.026			APR 15 2009	2009										41	3	0	2	0	43			0169-555X			WOS:000264742100005	
J	VAILLANT, F								THAUMALEIDAE FROM EUROPE [DIPTERA]								ANNALES DE LA SOCIETE ENTOMOLOGIQUE DE FRANCE				13	4			695	710					1977	1977										4	0	0	5	0	5			0037-9271			WOS:A1977ER88100010	
B	"Herpe, G; Vanderriest, C; del Rio, JS; del Olmo, A"						"Arribas, S; Mediavilla, E; Watson, F"		The ARGUS mode of the ALBIREO spectrograph: Evaluation of its performance and first results								FIBER OPTICS IN ASTRONOMY III		ASTRONOMICAL SOCIETY OF THE PACIFIC CONFERENCE SERIES		152				135	140					1998	1998						Fiber Optics in Astronomy III MeetingFiber Optics in Astronomy III Meeting	DEC 02-04, 1997DEC 02-04, 1997	Astron Soc PacificAstron Soc Pacific	PUERTO LA CRUZ, SPAINPUERTO LA CRUZ, SPAIN	0	0	0	0	0	0					1-886733-72-4	WOS:000078497000017	
J	"VISERAS, E; CAMACHO, JPM"				Camacho, Juan Pedro/L-6869-2014	Camacho, Juan Pedro/0000-0002-2507-9814			THE B-CHROMOSOME SYSTEM OF OMOCESTUS-BOLIVARI - CHANGES IN B-BEHAVIOUR IN M4-POLYSOMIC B-MALES								HEREDITY				54	JUN			385	390		10.1038/hdy.1985.55			1985	1985										6	0	0	5	0	6			0018-067X			WOS:A1985ALA3000015	
B	"Rodriguez-Fernandez, Jose; Azor, Antonio; Miguel Azanon, Jose"				Azor, Antonio/K-9761-2014		"Busby, C; Azor, A"		The Betic intramontane basins (SE spain): stratigraphy, subsidence, and tectonic history								TECTONICS OF SEDIMENTARY BASINS: RECENT ADVANCES								461	479					2012	2012										2	0	0	0	0	2					"978-1-4443-4713-5; 978-1-4051-9465-5"	WOS:000336999700024	
J	"CANTERAS J-C; PEREZ L"								THE BIOCHEMICAL DIVERSITY OF HETEROTROPHIC BACTERIAL COMMUNITIES IN HIGH MOUNTAIN LAKES FROM SIERRA NEVADA GRANADA SPAIN								Acta Hydrobiologica				29	2			137	148					1987	1987										1	0	0	0	0	1			0065-132X			BIOSIS:PREV198987069109	
J	"Fernandez Calzado, Ma Rosa; Molero Mesa, Joaquin"								The cartography of vegetation in the cryoromediterranean belt of Sierra Nevada: a tool for biodiversity conservation								Lazaroa				32				101	115		10.5209/rev_LAZA.2011.v32.37255			dic-11	2011										1	0	0	5	0	5			0210-9778	1988-3307		BCI:BCI201200231505	
J	"LAVILLE H; VILCHEZ-QUERO A"								THE CHIRONOMIDS DIPTERA OF SEVERAL HIGH ALTITUDE LAGUNAS OF THE SIERRA-NEVADA GRANADA SPAIN								Annales de Limnologie				22	1			53	64					1986	1986										5	0	0	4	0	5			mar-88			BIOSIS:PREV198682103164	
J	"Marki, Hans; Bibier, Olivier; Perez-Contreras, Juan"								The Citril Finch Serinus citrinella, a regular breeding bird in the Sierra Nevada (Andalusia, Spain).				Le Venturon montagnard Serinus citrinella, nicheur regulier dans la Sierra Nevada (Andalousie, Espagne).				Nos Oiseaux				59	1			39	45				No 507	Mars 2012	2012										0	0	0	0	0	0			0029-3725			ZOOREC:ZOOR14805035597	
J	"VELILLA, N; HACHALI, PF"								THE COMPOSITION AND ZONING OF METABASITE GARNETS IN THE SIERRA-NEVADA (BETIC-CORDILLERA, SE SPAIN)								NEUES JAHRBUCH FUR MINERALOGIE-ABHANDLUNGEN				154	1			41	56					1986	1986										4	0	0	1	0	4			0077-7757			WOS:A1986A943200003	
J	"AVILA SANCHEZ-JOFRE J M; PASCUAL TORRES F"								THE COPROPHAGOUS SCARABAEOIDEA COLEOPTERA OF THE HIGH MOUNTAIN WET GRASSLAND IN SIERRA NEVADA GRANADA SPAIN								Boletin de la Asociacion Espanola de Entomologia				13				57	66					1989	1989										0	0	0	0	0	0			0210-8984			BIOSIS:PREV199090013346	
J	Gil-T., Felipe								The correct hostplant of Polyommatus golgus (Hubner, 1813): Anthyllis vulneraria pseudoarundana H. Lindb. (Lepidoptera, Lycaenidae).								Atalanta (Marktleuthen)				38	1-feb			199	311					ago-07	2007										1	0	0	2	0	2			0171-0079			ZOOREC:ZOOR14409055647	
J	"GAMISANS J; ROMERO A T; MORALES C"								THE CORSICAN NEVADAN SPAIN FRANCE PHLEUM 2 LITTLE KNOWN TAXA								Candollea				38	2			639	660					1983	1983										0	0	0	0	0	0			0373-2967			BIOSIS:PREV198478049045	
J	"Gomez-Ortiz, Antonio; Palacios, David; Palade, Bogdan; Vazquez-Selem, Lorenzo; Salvador-Franch, Ferran"				PALACIOS, DAVID/H-3737-2015	PALACIOS, DAVID/0000-0002-8289-0398			The deglaciation of the Sierra Nevada (Southern Spain)								GEOMORPHOLOGY				159				93	105		10.1016/j.geomorph.2012.03.008			JUL 15 2012	2012										18	1	0	2	0	18			0169-555X			WOS:000305658900009	
J	"Douglas, T; Critchley, D; Park, G"								The deintensification of terraced agricultural land near Trevelez, Sierra Nevada, Spain								GLOBAL ECOLOGY AND BIOGEOGRAPHY LETTERS				5	4-may			258	270		10.2307/2997794			JUL-SEP 1996	1996						Meeting of the Biogeography-Research-Group of the Institute-of-British-GeographersMeeting of the Biogeography-Research-Group of the Institute-of-British-Geographers	MAY, 1993MAY, 1993	Inst Brit Geographer, Biogeog Res GrpInst Brit Geographer, Biogeog Res Grp	NEWCASTLE, ENGLANDNEWCASTLE, ENGLAND	14	0	0	11	0	14			0960-7447			WOS:A1996VY33900008	
J	STEINMANN, H								THE DERMAPTERA MATERIAL IN THE MUSEO-CIVICO DI-STORIA-NATURALE-DI-VERONA (ITALY)								ACTA ZOOLOGICA HUNGARICA				30	1-feb			189	204					1984	1984										0	0	0	0	0	0			0236-7130			WOS:A1984SZ31600009	
J	"Jerome, CA; Ford, BA"								The discovery of three genetic races of the dwarf mistletoe Arceuthobium americanum (Viscaceae) provides insight into the evolution of parasitic angiosperms								MOLECULAR ECOLOGY				11	3			387	405		10.1046/j.0962-1083.2002.01463.x			mar-02	2002										35	0	0	33	0	35			0962-1083			WOS:000174424000009	11918778
J	"Smith, Michael; Koren, Victor; Zhang, Ziya; Moreda, Fekadu; Cui, Zhengtao; Cosgrove, Brian; Mizukami, Naoki; Kitzmiller, David; Ding, Feng; Reed, Seann; Anderson, Eric; Schaake, John; Zhang, Yu; Andreassian, Vazken; Perrin, Charles; Coron, Laurent; Valery, Audrey; Khakbaz, Behnaz; Sorooshian, Soroosh; Behrangi, Ali; Imam, Bisher; Hsu, Kuo-Lin; Todini, Ezio; Coccia, Gabriele; Mazzetti, Cinzia; Andres, Enrique Ortiz; Frances, Felix; Orozco, Ismael; Hartman, Robert; Henkel, Arthur; Fickenscher, Peter; Staggs, Scott"				"sorooshian, soroosh/B-3753-2008; Perrin, Charles/J-2486-2014; Frances, Felix/H-7179-2015; Mizukami, Naoki/J-7027-2015; "	"Frances, Felix/0000-0003-1173-4969; Coccia, Gabriele/0000-0003-1124-3289"			The distributed model intercomparison project - Phase 2: Experiment design and summary results of the western basin experiments								JOURNAL OF HYDROLOGY				507				300	329		10.1016/j.jhydrol.2013.08.040			DEC 12 2013	2013										9	0	0	1	0	9			0022-1694	1879-2707		WOS:000330490700025	
