"Journal";"ISSN";"Cites";"IFactor";"5IFactor";"Index";"Articles";"HalfLife";"Eigenfactor";"Influence";"Categoria"
"SYNTHETIC COMMUN";"0039-7911";7421;0.929;0.995;0.207;347;">10.0";0.00562;0.174;"CHEMISTRY, ORGANIC"
"TETRAHEDRON";"0040-4020";54789;2.641;2.675;0.652;1138;"9.2";0.05691;0.575;"CHEMISTRY, ORGANIC"
"TETRAHEDRON LETT";"0040-4039";73725;2.379;2.286;0.558;1637;">10.0";0.06047;0.438;"CHEMISTRY, ORGANIC"
"TETRAHEDRON-ASYMMETR";"0957-4166";10854;2.155;2.038;0.483;209;"9.0";0.01076;0.426;"CHEMISTRY, ORGANIC"
"TOP ORGANOMETAL CHEM";"1436-6002";1361;4.368;NA;NA;NA;"4.4";0.0043;NA;"CHEMISTRY, ORGANIC"
"Z NATURFORSCH B";"0932-0776";3142;0.744;0.69;0.119;168;">10.0";0.00212;0.135;"CHEMISTRY, ORGANIC"
"ACCOUNTS CHEM RES";"0001-4842";53349;22.323;24.373;4.422;353;"6.4";0.11435;7.573;"CHEMISTRY, MULTIDISCIPLINARY"
"ACS COMB SCI";"2156-8952";921;3.032;3.106;0.698;96;"2.5";0.00292;0.672;"CHEMISTRY, MULTIDISCIPLINARY"
"ACS NANO";"1936-0851";78579;12.881;14.412;2.216;1328;"3.4";0.31021;3.979;"CHEMISTRY, MULTIDISCIPLINARY"
"ACS SUSTAIN CHEM ENG";"2168-0485";1314;4.642;4.642;1.011;354;"1.3";0.00292;0.9;"CHEMISTRY, MULTIDISCIPLINARY"
"ACTA CHIM SINICA";"0567-7351";2453;1.426;0.709;0.571;147;"4.5";0.00363;0.118;"CHEMISTRY, MULTIDISCIPLINARY"
"ACTA CHIM SLOV";"1318-0207";1156;0.686;0.774;0.054;112;"6.7";0.00161;0.161;"CHEMISTRY, MULTIDISCIPLINARY"
"ACTA PHARMACOL SIN";"1671-4083";6417;2.912;2.825;0.372;164;"6.9";0.01026;0.675;"CHEMISTRY, MULTIDISCIPLINARY"
"ADV FUNCT MATER";"1616-301X";51895;11.805;12.311;2.234;813;"4.6";0.13186;3.12;"CHEMISTRY, MULTIDISCIPLINARY"
"ADV MATER";"0935-9648";128805;17.493;18.172;3.441;966;"5.0";0.29956;4.75;"CHEMISTRY, MULTIDISCIPLINARY"
"ADV MATER INTERFACES";"2196-7350";161;NA;NA;0.859;170;"0.6";3e-05;NA;"CHEMISTRY, MULTIDISCIPLINARY"
"AFINIDAD";"0001-9704";128;0.075;0.183;0.077;39;"7.4";0.00013;0.031;"CHEMISTRY, MULTIDISCIPLINARY"
"ANGEW CHEM INT EDIT";"1433-7851";242023;11.261;12.06;2.61;2405;"5.8";0.53069;3.39;"CHEMISTRY, MULTIDISCIPLINARY"
"APPL SCI-BASEL";"2076-3417";145;1.484;1.474;0.152;33;"2.0";0.00071;0.473;"CHEMISTRY, MULTIDISCIPLINARY"
"ARAB J CHEM";"1878-5352";945;3.725;3.39;0.418;146;"2.9";0.00233;0.596;"CHEMISTRY, MULTIDISCIPLINARY"
"ARCH PHARM";"0365-6233";2252;1.531;1.68;0.34;97;"8.7";0.00234;0.341;"CHEMISTRY, MULTIDISCIPLINARY"
"ARZNEIMITTELFORSCH";"0004-4172";2292;0.701;0.662;NA;0;">10.0";0.00095;0.142;"CHEMISTRY, MULTIDISCIPLINARY"
"AUST J CHEM";"0004-9425";5689;1.558;1.658;1.037;216;">10.0";0.00689;0.405;"CHEMISTRY, MULTIDISCIPLINARY"
"B CHEM SOC ETHIOPIA";"1011-3924";353;0.577;0.637;0.094;53;"5.8";0.00053;0.12;"CHEMISTRY, MULTIDISCIPLINARY"
"B CHEM SOC JPN";"0009-2673";10786;2.21;1.658;0.399;158;">10.0";0.00567;0.393;"CHEMISTRY, MULTIDISCIPLINARY"
"B KOREAN CHEM SOC";"0253-2964";5890;0.797;0.818;0.138;679;"5.4";0.00961;0.157;"CHEMISTRY, MULTIDISCIPLINARY"
"BIOCONJUGATE CHEM";"1043-1802";14391;4.513;4.676;0.861;245;"6.5";0.02542;1.195;"CHEMISTRY, MULTIDISCIPLINARY"
"BULG CHEM COMMUN";"0324-1130";138;0.201;NA;0.017;118;"3.6";0.00044;NA;"CHEMISTRY, MULTIDISCIPLINARY"
"CAN J CHEM";"0008-4042";7980;1.061;1.032;0.382;157;">10.0";0.00343;0.259;"CHEMISTRY, MULTIDISCIPLINARY"
"CARBON LETT";"1976-4251";242;1.625;NA;0.375;40;"2.7";0.00053;NA;"CHEMISTRY, MULTIDISCIPLINARY"
"CHEM BIODIVERS";"1612-1872";3059;1.515;1.686;0.217;152;"5.4";0.00612;0.392;"CHEMISTRY, MULTIDISCIPLINARY"
"CHEM CENT J";"1752-153X";1277;2.187;2.244;0.414;70;"2.6";0.00358;0.467;"CHEMISTRY, MULTIDISCIPLINARY"
"CHEM COMMUN";"1359-7345";160408;6.834;6.779;1.493;3701;"4.4";0.35082;1.58;"CHEMISTRY, MULTIDISCIPLINARY"
"CHEM ENG NEWS";"0009-2347";1201;0.269;0.195;0.087;356;"9.3";0.0019;0.059;"CHEMISTRY, MULTIDISCIPLINARY"
"CHEM J CHINESE U";"0251-0790";2297;0.799;0.53;0.176;420;"4.5";0.00221;0.057;"CHEMISTRY, MULTIDISCIPLINARY"
"CHEM LETT";"0366-7022";14135;1.23;1.349;0.526;603;">10.0";0.0146;0.337;"CHEMISTRY, MULTIDISCIPLINARY"
"CHEM LISTY";"0009-2770";563;0.272;0.278;0.068;162;"5.5";0.00055;0.034;"CHEMISTRY, MULTIDISCIPLINARY"
"CHEM PAP";"0366-6352";1475;1.468;1.168;0.357;207;"5.0";0.00223;0.214;"CHEMISTRY, MULTIDISCIPLINARY"
"CHEM PHARM BULL";"0009-2363";12761;1.164;1.461;0.222;180;">10.0";0.00711;0.341;"CHEMISTRY, MULTIDISCIPLINARY"
"CHEM REC";"1527-8999";1599;5.492;5.162;0.612;67;"6.4";0.003;1.387;"CHEMISTRY, MULTIDISCIPLINARY"
"CHEM RES CHINESE U";"1005-9040";1024;0.875;0.627;0.181;193;"3.6";0.00154;0.088;"CHEMISTRY, MULTIDISCIPLINARY"
"CHEM RES TOXICOL";"0893-228X";10791;3.529;3.62;0.657;210;"7.4";0.01686;0.971;"CHEMISTRY, MULTIDISCIPLINARY"
"CHEM REV";"0009-2665";137600;46.568;50.679;7.381;281;"8.0";0.22401;14.711;"CHEMISTRY, MULTIDISCIPLINARY"
"CHEM SCI";"2041-6520";14941;9.211;9.203;2.707;604;"2.2";0.068;2.972;"CHEMISTRY, MULTIDISCIPLINARY"
"CHEM SOC REV";"0306-0012";81907;33.383;36.001;7.597;380;"3.9";0.25235;9.597;"CHEMISTRY, MULTIDISCIPLINARY"
"CHEM UNSERER ZEIT";"0009-2851";223;0.263;0.359;0.095;42;">10.0";0.00017;0.058;"CHEMISTRY, MULTIDISCIPLINARY"
"CHEM-ASIAN J";"1861-4728";9401;4.587;4.588;1.269;428;"3.4";0.0282;1.106;"CHEMISTRY, MULTIDISCIPLINARY"
"CHEM-EUR J";"0947-6539";77915;5.731;5.635;1.255;2069;"4.4";0.19743;1.433;"CHEMISTRY, MULTIDISCIPLINARY"
"CHEMIJA";"0235-7216";154;0.472;0.388;0;34;"6.4";0.00022;0.075;"CHEMISTRY, MULTIDISCIPLINARY"
"CHEMISTRYOPEN";"2191-1363";194;3.25;3.25;0.379;29;"2.1";0.00083;0.933;"CHEMISTRY, MULTIDISCIPLINARY"
"CHEMPLUSCHEM";"2192-6506";1093;3.026;3.026;0.762;202;"1.9";0.00301;0.615;"CHEMISTRY, MULTIDISCIPLINARY"
"CHEMSUSCHEM";"1864-5631";10725;7.657;8.653;1.395;410;"3.2";0.03295;1.984;"CHEMISTRY, MULTIDISCIPLINARY"
"CHIM OGGI";"0392-839X";410;0.39;0.405;0.159;69;"5.7";0.00082;0.102;"CHEMISTRY, MULTIDISCIPLINARY"
"CHIMIA";"0009-4293";1553;1.349;1.11;0.214;131;"7.4";0.00287;0.337;"CHEMISTRY, MULTIDISCIPLINARY"
"CHINESE CHEM LETT";"1001-8417";3843;1.587;1.281;0.416;377;"4.4";0.00569;0.195;"CHEMISTRY, MULTIDISCIPLINARY"
"CHINESE J CHEM";"1001-604X";3066;1.578;1.054;0.379;177;"4.0";0.00526;0.176;"CHEMISTRY, MULTIDISCIPLINARY"
"CR CHIM";"1631-0748";2802;1.713;1.781;0.288;163;"6.4";0.00447;0.393;"CHEMISTRY, MULTIDISCIPLINARY"
"CROAT CHEM ACTA";"0011-1643";981;0.728;0.751;0;59;">10.0";0.00117;0.207;"CHEMISTRY, MULTIDISCIPLINARY"
"CRYST GROWTH DES";"1528-7483";27230;4.891;4.759;0.848;771;"4.7";0.0532;0.906;"CHEMISTRY, MULTIDISCIPLINARY"
"CRYSTENGCOMM";"1466-8033";22861;4.034;4.022;0.988;1284;"3.0";0.05187;0.717;"CHEMISTRY, MULTIDISCIPLINARY"
"DOKL CHEM";"0012-5008";365;0.413;0.447;0.037;54;"6.0";0.00075;0.117;"CHEMISTRY, MULTIDISCIPLINARY"
"DRUG CHEM TOXICOL";"0148-0545";771;1.233;1.142;0.415;65;"6.4";0.00124;0.258;"CHEMISTRY, MULTIDISCIPLINARY"
"E-J CHEM";"0973-4945";998;0.696;0.627;NA;0;"4.6";0.00225;0.115;"CHEMISTRY, MULTIDISCIPLINARY"
"ENERG ENVIRON SCI";"1754-5692";36159;20.523;19.198;6.11;363;"2.9";0.12645;4.632;"CHEMISTRY, MULTIDISCIPLINARY"
"ENVIRON CHEM LETT";"1610-3653";1207;2.573;2.441;0.414;58;"5.2";0.00256;0.573;"CHEMISTRY, MULTIDISCIPLINARY"
"ENVIRON SCI-NANO";"2051-8153";67;NA;NA;1.396;48;"";0;NA;"CHEMISTRY, MULTIDISCIPLINARY"
"FIBRE CHEM+";"0015-0541";308;0.224;0.208;0.013;79;"10.0";0.00017;0.029;"CHEMISTRY, MULTIDISCIPLINARY"
"GREEN CHEM";"1463-9262";24614;8.02;8.294;2.242;516;"4.1";0.04736;1.564;"CHEMISTRY, MULTIDISCIPLINARY"
"GREEN CHEM LETT REV";"1751-8253";401;1.327;1.522;0.037;54;"3.7";0.00096;0.269;"CHEMISTRY, MULTIDISCIPLINARY"
"GREEN PROCESS SYNTH";"2191-9542";99;1.125;NA;0.225;40;"";0.00036;NA;"CHEMISTRY, MULTIDISCIPLINARY"
"HELV CHIM ACTA";"0018-019X";7653;1.138;1.151;0.211;185;">10.0";0.00545;0.268;"CHEMISTRY, MULTIDISCIPLINARY"
"HETEROATOM CHEM";"1042-7163";1277;1.076;1.048;0.133;83;"8.3";0.00112;0.187;"CHEMISTRY, MULTIDISCIPLINARY"
"HYLE";"1433-5158";81;1;0.852;0;7;"";0.00015;0.352;"CHEMISTRY, MULTIDISCIPLINARY"
"INDIAN J CHEM A";"0376-4710";1380;0.851;0.826;0.131;99;">10.0";0.00126;0.162;"CHEMISTRY, MULTIDISCIPLINARY"
"INT J MOL SCI";"1422-0067";12460;2.862;2.983;0.398;1393;"2.6";0.04152;0.713;"CHEMISTRY, MULTIDISCIPLINARY"
"IRAN J CHEM CHEM ENG";"1021-9986";256;0.325;0.519;0.022;46;"5.1";0.00043;0.091;"CHEMISTRY, MULTIDISCIPLINARY"
"ISR J CHEM";"0021-2148";1771;2.221;2.639;0.5;130;"4.4";0.00532;0.915;"CHEMISTRY, MULTIDISCIPLINARY"
"J AM CHEM SOC";"0002-7863";489761;12.113;11.726;2.607;2651;"8.0";0.81323;3.286;"CHEMISTRY, MULTIDISCIPLINARY"
"J BRAZIL CHEM SOC";"0103-5053";3995;1.129;1.387;0.136;273;"6.2";0.00623;0.286;"CHEMISTRY, MULTIDISCIPLINARY"
"J CHEM EDUC";"0021-9584";8082;1.106;1.089;0.273;388;">10.0";0.00324;0.131;"CHEMISTRY, MULTIDISCIPLINARY"
"J CHEM ENG DATA";"0021-9568";17706;2.037;2.165;0.479;516;"7.5";0.02401;0.466;"CHEMISTRY, MULTIDISCIPLINARY"
"J CHEM INF MODEL";"1549-9596";11653;3.738;3.916;0.724;308;"6.4";0.01955;0.909;"CHEMISTRY, MULTIDISCIPLINARY"
"J CHEM RES";"1747-5198";1987;0.633;0.557;0.132;197;">10.0";0.00143;0.086;"CHEMISTRY, MULTIDISCIPLINARY"
"J CHEM SCI";"0974-3626";1560;1.191;1.421;0.181;199;"4.9";0.00314;0.301;"CHEMISTRY, MULTIDISCIPLINARY"
"J CHEM SOC PAKISTAN";"0253-5106";656;0.345;0.374;0.018;170;"5.3";0.00101;0.066;"CHEMISTRY, MULTIDISCIPLINARY"
"J CHEM TECHNOL BIOT";"0268-2575";8116;2.349;2.616;0.597;233;"7.9";0.01133;0.614;"CHEMISTRY, MULTIDISCIPLINARY"
"J CHEM-NY";"2090-9063";705;0.772;0.812;0.117;206;"1.6";0.00182;0.155;"CHEMISTRY, MULTIDISCIPLINARY"
"J CHEMINFORMATICS";"1758-2946";852;4.547;4.935;0.396;48;"3.1";0.0036;1.351;"CHEMISTRY, MULTIDISCIPLINARY"
"J CHIL CHEM SOC";"0717-9707";584;0.353;0.548;0.009;108;"5.5";0.00098;0.101;"CHEMISTRY, MULTIDISCIPLINARY"
"J CHIN CHEM SOC-TAIP";"0009-4536";1900;0.648;0.864;0.165;182;"6.7";0.00234;0.156;"CHEMISTRY, MULTIDISCIPLINARY"
"J CO2 UTIL";"2212-9820";120;3.091;3.091;0.462;39;"1.4";0.00028;0.535;"CHEMISTRY, MULTIDISCIPLINARY"
"J COMPUT CHEM";"0192-8651";28695;3.589;4.879;0.909;230;">10.0";0.03361;1.487;"CHEMISTRY, MULTIDISCIPLINARY"
"J COMPUT THEOR NANOS";"1546-1955";2503;1.343;1.066;0.52;369;"3.0";0.00373;0.134;"CHEMISTRY, MULTIDISCIPLINARY"
"J CONTROL RELEASE";"0168-3659";35437;7.705;8.097;1.138;443;"7.0";0.05251;1.792;"CHEMISTRY, MULTIDISCIPLINARY"
"J EXP NANOSCI";"1745-8080";453;0.981;1.081;0.208;106;"3.9";0.00107;0.219;"CHEMISTRY, MULTIDISCIPLINARY"
"J FLOW CHEM";"2062-249X";122;1.878;2.019;0.5;32;"2.4";0.00039;0.468;"CHEMISTRY, MULTIDISCIPLINARY"
"J INCL PHENOM MACRO";"0923-0750";2683;1.488;1.36;0.252;151;"7.5";0.00311;0.254;"CHEMISTRY, MULTIDISCIPLINARY"
"J IND ENG CHEM";"1226-086X";4917;3.512;3.021;0.708;610;"2.8";0.00894;0.492;"CHEMISTRY, MULTIDISCIPLINARY"
"J INDIAN CHEM SOC";"0019-4522";1370;0.173;0.191;0.064;251;">10.0";0.00057;0.03;"CHEMISTRY, MULTIDISCIPLINARY"
"J IRAN CHEM SOC";"1735-207X";1225;1.087;1.395;0.262;183;"4.3";0.00229;0.227;"CHEMISTRY, MULTIDISCIPLINARY"
"J MATH CHEM";"0259-9791";1972;1.145;1.147;0.39;164;"5.8";0.00489;0.369;"CHEMISTRY, MULTIDISCIPLINARY"
"J MEX CHEM SOC";"1870-249X";294;0.619;0.716;0.16;50;"5.1";5e-04;0.135;"CHEMISTRY, MULTIDISCIPLINARY"
"J MOL MODEL";"1610-2940";4463;1.736;1.711;0.189;461;"3.8";0.00979;0.374;"CHEMISTRY, MULTIDISCIPLINARY"
"J NANOPART RES";"1388-0764";10038;2.184;2.649;0.311;563;"3.9";0.02524;0.596;"CHEMISTRY, MULTIDISCIPLINARY"
"J NANOSCI NANOTECHNO";"1533-4880";13770;1.556;1.234;0.592;1388;"3.7";0.0215;0.181;"CHEMISTRY, MULTIDISCIPLINARY"
"J PHARM SCI-US";"0022-3549";19166;2.59;3.065;0.377;406;"9.3";0.02291;0.706;"CHEMISTRY, MULTIDISCIPLINARY"
"J PHYS CHEM REF DATA";"0047-2689";5881;2.811;4.25;1;17;">10.0";0.00172;1.356;"CHEMISTRY, MULTIDISCIPLINARY"
"J PHYS CHEM SOLIDS";"0022-3697";13309;1.853;1.918;0.585;200;">10.0";0.01046;0.456;"CHEMISTRY, MULTIDISCIPLINARY"
"J PORPHYR PHTHALOCYA";"1088-4246";2285;1.397;1.603;0.179;123;"6.7";0.00338;0.326;"CHEMISTRY, MULTIDISCIPLINARY"
"J SAUDI CHEM SOC";"1319-6103";597;2.523;NA;0.177;130;"3.0";0.00141;NA;"CHEMISTRY, MULTIDISCIPLINARY"
"J SERB CHEM SOC";"0352-5139";1528;0.871;1.009;0.147;129;"5.9";0.00248;0.207;"CHEMISTRY, MULTIDISCIPLINARY"
"J SULFUR CHEM";"1741-5993";481;0.943;0.927;0.476;63;"4.7";0.00084;0.183;"CHEMISTRY, MULTIDISCIPLINARY"
"J THEOR COMPUT CHEM";"0219-6336";449;0.638;0.502;0.165;85;"5.8";0.00075;0.11;"CHEMISTRY, MULTIDISCIPLINARY"
"KOREAN J CHEM ENG";"0256-1115";3097;1.166;1.131;0.217;300;"5.1";0.00555;0.232;"CHEMISTRY, MULTIDISCIPLINARY"
"LAB CHIP";"1473-0197";21499;6.115;5.775;1.329;502;"4.0";0.06191;1.521;"CHEMISTRY, MULTIDISCIPLINARY"
"LANGMUIR";"0743-7463";118847;4.457;4.543;0.682;1850;"7.2";0.18462;1.096;"CHEMISTRY, MULTIDISCIPLINARY"
"LIQ CRYST";"0267-8292";4509;2.486;2.049;0.527;207;"8.5";0.00414;0.312;"CHEMISTRY, MULTIDISCIPLINARY"
"MACED J CHEM CHEM EN";"1857-5552";86;0.533;0.65;0.053;19;"";0.00031;0.191;"CHEMISTRY, MULTIDISCIPLINARY"
"MACROHETEROCYCLES";"1998-9539";221;0.942;NA;0.244;41;"3.1";0.00066;NA;"CHEMISTRY, MULTIDISCIPLINARY"
"MAGN RESON CHEM";"0749-1581";3328;1.179;1.225;0.2;105;"9.2";0.00375;0.316;"CHEMISTRY, MULTIDISCIPLINARY"
"MAIN GROUP CHEM";"1024-1221";135;0.456;0.43;0.032;31;"6.5";0.00016;0.073;"CHEMISTRY, MULTIDISCIPLINARY"
"MAR CHEM";"0304-4203";8354;2.735;3.636;0.588;85;">10.0";0.00832;1.296;"CHEMISTRY, MULTIDISCIPLINARY"
"MATCH-COMMUN MATH CO";"0340-6253";1491;1.466;1.357;0.798;109;"5.1";0.00518;0.56;"CHEMISTRY, MULTIDISCIPLINARY"
"MATER HORIZ";"2051-6347";259;NA;NA;3.324;74;"0.5";4e-05;NA;"CHEMISTRY, MULTIDISCIPLINARY"
"MENDELEEV COMMUN";"0959-9436";1525;1.34;1.197;0.137;139;"5.9";0.00248;0.248;"CHEMISTRY, MULTIDISCIPLINARY"
"MOL DIVERS";"1381-1991";1357;1.896;2.412;0.348;69;"4.6";0.00268;0.458;"CHEMISTRY, MULTIDISCIPLINARY"
"MONATSH CHEM";"0026-9247";4155;1.222;1.326;0.195;236;"9.3";0.0039;0.24;"CHEMISTRY, MULTIDISCIPLINARY"
"NANO LETT";"1530-6984";118534;13.592;14.887;2.552;1103;"4.9";0.36396;4.889;"CHEMISTRY, MULTIDISCIPLINARY"
"NANO TODAY";"1748-0132";4770;15;20.089;1.2;35;"4.1";0.01625;5.359;"CHEMISTRY, MULTIDISCIPLINARY"
"NANOSCALE";"2040-3364";30888;7.394;7.762;1.499;1840;"2.2";0.10001;1.74;"CHEMISTRY, MULTIDISCIPLINARY"
"NANOTECHNOL REV";"2191-9089";99;1.273;1.273;0.455;33;"";0.00036;0.339;"CHEMISTRY, MULTIDISCIPLINARY"
"NAT CHEM";"1755-4330";16973;25.325;26.763;6.707;133;"3.3";0.09468;9.938;"CHEMISTRY, MULTIDISCIPLINARY"
"NEW J CHEM";"1144-0546";12070;3.086;2.986;0.769;763;"5.7";0.01887;0.623;"CHEMISTRY, MULTIDISCIPLINARY"
"OXID COMMUN";"0209-4541";279;0.451;0.315;0.048;104;"4.5";3e-04;0.036;"CHEMISTRY, MULTIDISCIPLINARY"
"PHARM RES-DORDR";"0724-8741";19453;3.42;4.29;0.551;283;"9.5";0.02113;1.037;"CHEMISTRY, MULTIDISCIPLINARY"
"PHARMAZIE";"0031-7144";3117;1.052;1.058;0.191;162;">10.0";0.00298;0.221;"CHEMISTRY, MULTIDISCIPLINARY"
"PROG CHEM";"1005-281X";1181;0.687;0.606;0.18;178;"4.8";0.0022;0.111;"CHEMISTRY, MULTIDISCIPLINARY"
"PRZEM CHEM";"0033-2496";758;0.399;0.332;0.13;368;"3.3";0.00076;0.032;"CHEMISTRY, MULTIDISCIPLINARY"
"PURE APPL CHEM";"0033-4545";14265;2.492;3.202;0.439;148;">10.0";0.01165;0.921;"CHEMISTRY, MULTIDISCIPLINARY"
"QUIM NOVA";"0100-4042";3930;0.661;0.916;0.086;266;"7.2";0.00516;0.189;"CHEMISTRY, MULTIDISCIPLINARY"
"RES CHEM INTERMEDIAT";"0922-6168";1896;1.221;1.141;0.27;282;"4.0";0.00294;0.201;"CHEMISTRY, MULTIDISCIPLINARY"
"REV CHIM-BUCHAREST";"0034-7752";1269;0.81;0.621;0.265;306;"3.9";0.00131;0.062;"CHEMISTRY, MULTIDISCIPLINARY"
"REV ROUM CHIM";"0035-3930";643;0.311;0.423;0;44;"7.2";0.00086;0.084;"CHEMISTRY, MULTIDISCIPLINARY"
"RSC ADV";"2046-2069";25597;3.84;3.907;0.597;8426;"1.7";0.0623;0.747;"CHEMISTRY, MULTIDISCIPLINARY"
"RUSS CHEM B+";"1066-5285";3145;0.481;0.547;0.078;141;"9.1";0.0033;0.118;"CHEMISTRY, MULTIDISCIPLINARY"
"RUSS CHEM REV+";"0036-021X";3286;2.318;2.868;0.652;46;">10.0";0.00311;0.738;"CHEMISTRY, MULTIDISCIPLINARY"
"RUSS J GEN CHEM+";"1070-3632";3130;0.477;0.461;0.129;427;">10.0";0.00294;0.09;"CHEMISTRY, MULTIDISCIPLINARY"
"S AFR J CHEM-S-AFR T";"0379-4350";177;0.629;0.48;0.222;9;"5.6";0.00035;0.109;"CHEMISTRY, MULTIDISCIPLINARY"
"SAR QSAR ENVIRON RES";"1062-936X";788;1.596;1.645;0.302;53;"6.5";0.00115;0.339;"CHEMISTRY, MULTIDISCIPLINARY"
"SCI CHINA CHEM";"1674-7291";1756;1.695;1.448;0.519;208;"2.8";0.00561;0.313;"CHEMISTRY, MULTIDISCIPLINARY"
"SEP SCI TECHNOL";"0149-6395";5093;1.171;1.294;0.148;330;"8.6";0.00663;0.299;"CHEMISTRY, MULTIDISCIPLINARY"
"SMALL";"1613-6810";26638;8.368;8.646;1.704;581;"4.3";0.07671;2.254;"CHEMISTRY, MULTIDISCIPLINARY"
"SOLID FUEL CHEM+";"0361-5219";181;0.198;0.196;0.052;58;"6.9";0.00013;0.024;"CHEMISTRY, MULTIDISCIPLINARY"
"SOLVENT EXTR ION EXC";"0736-6299";1870;1.404;1.991;0.417;48;">10.0";0.00157;0.425;"CHEMISTRY, MULTIDISCIPLINARY"
"SOLVENT EXTR RES DEV";"1341-7215";189;1;0.875;0.385;26;"5.5";0.00025;0.152;"CHEMISTRY, MULTIDISCIPLINARY"
"STRUCT CHEM";"1040-0400";2117;1.837;1.596;0.355;183;"4.3";0.00371;0.282;"CHEMISTRY, MULTIDISCIPLINARY"
"STUD U BABES-BOL CHE";"1224-7154";72;0.191;0.118;0.034;29;"";2e-04;0.023;"CHEMISTRY, MULTIDISCIPLINARY"
"SUPRAMOL CHEM";"1061-0278";2286;2.394;1.967;0.481;108;"6.7";0.00388;0.479;"CHEMISTRY, MULTIDISCIPLINARY"
"THEOR EXP CHEM+";"0040-5760";527;0.815;0.69;0.083;48;"9.8";0.00057;0.131;"CHEMISTRY, MULTIDISCIPLINARY"
"TOP CURR CHEM";"0340-1022";5774;4.464;5.325;5.385;13;"8.0";0.0123;1.835;"CHEMISTRY, MULTIDISCIPLINARY"
"TURK J CHEM";"1300-0527";1322;1.117;1.152;0.226;106;"8.2";0.0013;0.198;"CHEMISTRY, MULTIDISCIPLINARY"
"ULTRASON SONOCHEM";"1350-4177";7550;4.321;4.391;1.438;281;"5.0";0.01119;0.794;"CHEMISTRY, MULTIDISCIPLINARY"
"WIRES COMPUT MOL SCI";"1759-0876";2014;11.885;11.118;6.054;37;"2.5";0.00853;3.338;"CHEMISTRY, MULTIDISCIPLINARY"
"ACS CHEM NEUROSCI";"1948-7193";1877;4.362;4.363;1.024;126;"2.4";0.00839;1.321;"CHEMISTRY, MEDICINAL"
"ACS COMB SCI";"2156-8952";921;3.032;3.106;0.698;96;"2.5";0.00292;0.672;"CHEMISTRY, MEDICINAL"
"ACS MED CHEM LETT";"1948-5875";2385;3.12;3.166;0.823;226;"2.6";0.0096;0.872;"CHEMISTRY, MEDICINAL"
"ANNU REP MED CHEM";"0065-7743";477;1.356;1.695;0;27;"6.0";0.00123;0.548;"CHEMISTRY, MEDICINAL"
"ANTI-CANCER AGENT ME";"1871-5206";2273;2.469;2.974;0.744;133;"4.2";0.0059;0.697;"CHEMISTRY, MEDICINAL"
"ARCH PHARM";"0365-6233";2252;1.531;1.68;0.34;97;"8.7";0.00234;0.341;"CHEMISTRY, MEDICINAL"
"ARCH PHARM RES";"0253-6269";5360;2.046;2.031;0.675;166;"6.6";0.00825;0.454;"CHEMISTRY, MEDICINAL"
"ARZNEIMITTELFORSCH";"0004-4172";2292;0.701;0.662;NA;0;">10.0";0.00095;0.142;"CHEMISTRY, MEDICINAL"
"BIOORG MED CHEM LETT";"0960-894X";36575;2.42;2.317;0.496;1115;"6.2";0.05964;0.508;"CHEMISTRY, MEDICINAL"
"BIOORGAN MED CHEM";"0968-0896";27492;2.793;2.97;0.589;688;"6.4";0.04348;0.663;"CHEMISTRY, MEDICINAL"
"CHEM BIOL DRUG DES";"1747-0277";2601;2.485;2.41;0.524;145;"3.9";0.00739;0.602;"CHEMISTRY, MEDICINAL"
"CHEM NAT COMPD+";"0009-3130";2360;0.509;0.668;0.096;376;"7.8";0.00209;0.102;"CHEMISTRY, MEDICINAL"
"CHEM PHARM BULL";"0009-2363";12761;1.164;1.461;0.222;180;">10.0";0.00711;0.341;"CHEMISTRY, MEDICINAL"
"CHEM RES TOXICOL";"0893-228X";10791;3.529;3.62;0.657;210;"7.4";0.01686;0.971;"CHEMISTRY, MEDICINAL"
"CHEMBIOCHEM";"1439-4227";10228;3.088;3.162;0.809;329;"5.8";0.02654;1.056;"CHEMISTRY, MEDICINAL"
"CHEMMEDCHEM";"1860-7179";4563;2.968;2.831;0.767;270;"4.4";0.01242;0.748;"CHEMISTRY, MEDICINAL"
"CHIRALITY";"0899-0042";3079;1.886;1.911;0.473;110;"6.8";0.00519;0.487;"CHEMISTRY, MEDICINAL"
"CURR COMPUT-AID DRUG";"1573-4099";334;1.268;1.369;0.25;16;"4.5";0.00062;0.276;"CHEMISTRY, MEDICINAL"
"CURR MED CHEM";"0929-8673";14629;3.853;4.115;0.852;297;"5.8";0.02853;1.006;"CHEMISTRY, MEDICINAL"
"CURR TOP MED CHEM";"1568-0266";5642;3.402;3.632;0.621;203;"4.9";0.01233;0.907;"CHEMISTRY, MEDICINAL"
"DRUG DES DEV THER";"1177-8881";899;3.028;3.033;0.259;220;"2.0";0.00328;0.762;"CHEMISTRY, MEDICINAL"
"DRUG DEV IND PHARM";"0363-9045";4611;2.101;1.943;0.392;194;"8.1";0.00476;0.343;"CHEMISTRY, MEDICINAL"
"DRUG DEVELOP RES";"0272-4391";1219;0.767;0.918;0.153;72;">10.0";0.00107;0.221;"CHEMISTRY, MEDICINAL"
"EUR J MED CHEM";"0223-5234";20438;3.447;3.946;0.786;816;"4.7";0.03869;0.72;"CHEMISTRY, MEDICINAL"
